Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built, GHG Emissions (MTCO2e) ,GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported,Covered by 5 Year Energy Action and Assessment Required in 2019,5 Year Energy Action and Assessment Compliance Status
BIDMC East && West Campus,Compliant,Hospital (General Medical & Surgical),330 Brookline Ave.,02215,2497517,326.4,24,,"Hospital (General Medical & Surgical), Laboratory, Parking",1975,37510.8,15,815181940.5,0.243146207,0.003920403,0.460560523,26.89,,"East & West Campus building meter data is combined.// BIDMC is reporting on Parcel ID 0401944000 which BIDMC owns (not NEDH Corp as per Boston Assessing Dept records). The parcel contains several buildings and is part of the West Campus.// BIDMC’s energy use/SF and Energy Star score reflect our energy intensive patient care and substantial lab research uses that have fresh air needs that drive up Btu/sf. BIDMC buys energy products from a district combined heat and power plant; such cogen energy savings is not reflected in this energy reporting platform. While new medical equipment and higher intensity clinical uses tend to increase hospital energy needs incrementally, BIDMC invests hundreds of thousands of dollars annually on energy savings projects (excluding LDC incentives). Due to projects undertaken since 2004, BIDMC saves  95,020 million Btu and 2,200 KCF of water a year.  For more information see the Green Ribbon Commission at http://www.greenribboncommission.org/health-care.",http://www.greenribboncommission.org/health-care.,0401862000 0401861000 0401944000 0401954000 0401964001 0401942000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
BIDMC Research North,Compliant,Laboratory,95 Brookline Ave,02215,114681,215.8,,,Laboratory,1994,1664.9,14.5,24744330.6,0.597968768,0.35064618,,21.78,,,,2100067000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
Bigelow Court Condominiums,Compliant,Multifamily Housing,142 Bigelow Street,02135,43066,42.4,100,,"Multifamily Housing, Parking",2006,107.7,2.5,1825435.1,0.247356741,0.731387273,,23.5,,,,2203171000,"2018, 2019, ",No,
Biosquare - Phase I,Compliant,Office,670 Albany Street,02118,221299,114.2,24,,"Medical Office, Office",2005,1893.3,8.6,25279951,0.918252771,0.001556914,0.001282415,28.54,,,,0801066100,"2014, 2015, 2017, 2018, 2019, ",Yes,Extension
Bird Farm South LLC,Compliant,Office,129 South Street,02111,43031,Not Available,,,"Office, Other - Restaurant/Bar",1895,Not Available,Not Available,Not Available,,,,20.47,,,,0304323000,"2016, 2017, 2018, 2019, ",No,
BLACKSTONE,Municipal,K-12 School,380 Shawmut Ave.,02118,194260,87.5,37,,"K-12 School, Swimming Pool",1975,1012.7,5.2,17001043.6,0.272376585,0.704217375,,Not Available,,,,900160000,"2016, 2017, 2018, 2019, ",No,
Blackstone Square LP,Compliant,Other,1511 - 1525 Washington Street,02118,50290,2.9,,,Other,1900,10.9,0.2,145545.8,0.920866792,,,62.34,,,,900190000,"2015, 2017, 2018, 2019, ",No,
Blake Estates I & II,Compliant,Multifamily Housing,1344 Hyde Park Avenue,02136,132000,65.8,68,,Multifamily Housing,1980,515.2,3.9,8680405.4,0.263155874,0.714230432,,42.05,,Also Includes ID 1809255010,,1809255000,"2015, 2016, 2017, 2018, 2019, ",No,
Blodgett Pool,Compliant,Other - Recreation,55 North Harvard Street,02134,46074,Not Available,,,"Office, Other, Other - Recreation, Swimming Pool",1977,Not Available,Not Available,Not Available,,,,Not Available,,,,2200533000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Extension
Blue Elm Apartments: 172-176 Seaver Street,Compliant,Multifamily Housing,172-176 Seaver St,02121,65350,64.5,77,,Multifamily Housing,1930,239.3,3.7,4218054.2,0.152592867,0.834294424,,63.53,,Parcel ID includes: 172-176 Seaver; 55-59 Brookledge,,1202344000,"2018, 2019, ",No,
Blue Elm Apartments: 9 Hutchings St,Compliant,Multifamily Housing,9 Hutchings St,02121,14860,78.1,,,Multifamily Housing,1930,64.8,4.4,1160794.7,0.114168697,0.87602054,,66.39,,"We don't believe this property should be required to report. It is under the 50 unit and 50,000 square foot limit. It seems like it may have been added to the 2105 Property List based on a roll-up by owner name. Energy and water data reported here is only for 9 Hutchings Street. ",,1202282000,"2015, 2016, 2017, 2018, 2019, ",No,
Blue Elm Apartments-6 Wayne Street,Compliant,Multifamily Housing,6 Wayne Street,02121,40782,109.1,48,,Multifamily Housing,1930,251.1,6.2,4450013.1,0.139655487,0.84834357,,80.46,,,,1202410000,"2015, 2016, 2017, 2018, 2019, ",No,
Blue Ledge Co-op: 15 Blue Ledge Drive,Compliant,Multifamily Housing,15 Blue Ledge Drive,02131,72186,63.5,76,,Multifamily Housing,1995,275.5,3.8,4581251.8,0.296319443,0.67821701,,22.72,,,,4426493,"2015, 2017, 2018, 2019, ",No,
BMIRF Gatehouse LLC,Compliant,Multifamily Housing,75 W School St.,02129,117921,11.5,100,,Multifamily Housing,2014,86.1,0.7,1353417.2,0.44259153,0.519375253,,30.35,,,,0202360000,"2016, 2017, 2018, 2019, ",No,
BMR-Blackfan Circle LLC,Compliant,Laboratory,3 Blackfan Circle,02115,761369,447,,,"Laboratory, Parking, Restaurant",2008,20922.2,27.5,340324752.9,0.352866864,0.616810348,,43.41,,"Number of occupants and number of computers is estimated.
The parking garage under the building is included in the whole building electricity data and uses an estimated 356,000 kWh per year. The parking garage is also a condominium and is lot number 0401853020.",,0401853022,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - Offsite Renewables
Bold Colony LLC,Compliant,Self-Storage Facility,39 Old Colony Avenue,02127,67430,25,,,Self-Storage Facility,1985,114.6,1.7,1685535.9,0.352612318,0.308507223,,21.36,,,,700276001,"2017, 2018, 2019, ",No,
Bornstein & Pearl,Compliant,Food Service,196 Quincy St,02121,36000,173.8,,,Food Service,1930,382.8,10.6,6255579.7,0.341170694,0.629511602,,34.51,,,,1300952000,"2016, 2017, 2018, 2019, ",No,
BOS Office 3 LLC,Compliant,Office,63 Franklin Street,02110,34075,60.8,,,Office,1934,138.3,4.1,2071045.6,0.577260532,0.373133938,,10.63,,,,304603000,"2017, 2018, 2019, ",No,
Boston Architectural College,Compliant,Office,320 Newbury Street,02115,49494,129,53,,Office,1965,429.5,8.7,6384429.3,0.35561756,0.182367874,0.431455416,19.26,,,,0503062000,"2016, 2017, 2018, 2019, ",No,
Boston Baptist College,Compliant,Adult Education,950 Metropolitan Ave,02136,40425,85.1,,,Adult Education,1904,195,4.8,3441992.2,0.149455566,0.837701288,,26.26,,,,1810945000,"2016, 2017, 2018, 2019, ",No,
Boston Bowl,Compliant,Other - Entertainment/Public Assembly,820 William T. Morrissey Blvd,02122,45096,133.6,,,"Other - Entertainment/Public Assembly, Parking",1959,387,8.6,6023612.3,0.469890263,0.489730805,,10.57,,,,1602582000,"2016, 2017, 2018, 2019, ",No,
BOSTON CAR CO INC,Compliant,Automobile Dealership,1600 SOLDIERS FIELD RD,02135,41169,93.6,,,Automobile Dealership,1970,251.4,6.1,3854495.6,0.511406345,0.444647154,,3.37,,,,2202755000,"2016, 2017, 2018, 2019, ",No,
Boston Children's Hospital,Compliant,Other - Specialty Hospital,300 Longwood Ave,02115,2228153,381,,,"Other, Other - Specialty Hospital, Parking",1914,62586.3,28.1,849017607.7,0.367984619,,0.600393484,27.29,,"Boston Children's Hospital is composed of numerous buildings constructed between 1914 through 2015. This is as of May 1, 2015

CHB MAIN property increased sq ft during 2014 by 117,345,  this is included in the total sq ft for CHB MAIN",,401851000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
Boston Chinese Evangelical Church,Compliant,Worship Facility,120 Shawmut Ave,02118,36446,65.6,32,,"Parking, Worship Facility",1985,142.7,3.9,2391491,0.276623693,0.699605393,,4.64,,"All information recorded are automatically transferred from utilities.  Added manually when called for to portray 12 months of data. Building was recently renovated first floor only using energy saving LED lighting. Half of Second floor renovated with LED lighting.  Other Half utility company will be converted to LED lighting.

One half of third floor converted to LED lighting.

Recently the half of Third floor recently remodeled with LED lighting.

Roof top condenser units fitted with  VDT to save energy.
Hot water tanks fitted with VDT.",,0306175000,"2016, 2017, 2018, 2019, ",No,
Boston College   (BERDO),Compliant,College/University,140 Commonwealth Ave,02467,2738980,73.6,,,College/University,1863,13288.1,4.9,201580710.8,0.461884415,0.358469911,0.139954717,19.52,,"All Water is reported is reported here, even for Bldgs filed separately. CY-2016 data is reporting 550,150 few Gross Sq ft because the following properties have distinguished themselves as exceptionally efficient, so their energy usage is e-Filed separately. Boston Campus Parcel IDs
Cadigan 22-05268040 
129 Lake No ID
Stayer 21-02473020 
2000 Comm. Ave 21-02464000 
CY-2015 District Hot Water was estimated based on previous year due to a bad meter
Below is a list of the parcel ID's for all of the Boston based properties 35,000 sq ft or greater.
2204960020 -St Peter Faber
2102473001 - 2601 Beacon St
2205268030 -Comm Ave
2205268050  -  Lake St
2205268070  -  117 Lake St
2205268075;076;078 - 127 Lake
2205268080  -  197 Foster
2102473001  -  2601 Beacon
2204960020 - 192 Foster Street Jesuit Residences included in 2015
2102443000  - 2150 Com Ave - new construction - we will not have a full year of data til Aug 2017, and this property will be separately filed as we anticipate LEED EB status",,2102473001,"2014, 2015, 2016, 2017, 2018, 2019, ",No,
Boston College High School,Compliant,K-12 School,150 Morrissey Blvd,02125,320000,94.9,25,,K-12 School,1950,1786.1,5.6,30359559.2,0.22448852,0.737985,,10.56,162258,,,1303401000,"2014, 2017, 2018, 2019, ",Yes,Compliant - ASHRAE II Energy Audit
Boston Collegiate Charter School,Compliant,College/University,11 Mayhew Street,02125,40100,75.2,,,College/University,1900,202.8,5.1,3013919.3,0.260109939,0.337501406,,9.73,,,,0702972010,"2016, 2017, 2018, 2019, ",No,
Boston Common Hotel,Compliant,Hotel,430 Stuart St.,02116,84180,72.4,58,,Hotel,1925,429.5,5.1,6091180.7,0.448176781,0.00356696,0.509743242,41.21,,,,0401084010,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
Boston Common Maitenance Shed,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",80 A Op Boylston St,02116,100,Not Available,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2001,0,0,Not Available,,,,1235.11,,,,500812000,"2016, 2017, 2018, 2019, ",No,
Boston Common Ranger Station,Municipal,Other - Recreation,148 TREMONT ST,02111,862,189.3,,,Other - Recreation,2000,8.7,10.1,163200,,1,,Not Available,,,,500812000,"2016, 2017, 2018, 2019, ",No,
Boston Common Visitor Center,Municipal,Other,Tremont St Vstr  /  West,02111,1234,127.6,,,Other,2000,11.8,9.6,157450,0.920868415,,,Not Available,,,,500812000,"2016, 2017, 2018, 2019, ",No,
Boston Copley Square Courtyard,Compliant,Hotel,88 Exeter st,02116,40000,229.4,2,,Hotel,1890,556,13.9,9176165.4,0.315366128,0.657533647,,54.04,,,,0401057000,"2018, 2019, ",No,
Boston FGA/GHL Maintenance (040011),Compliant,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",571 East First Street,02127,40687,61.5,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1920,169.5,4.2,2501403.8,0.618827981,0.327994545,,40.65,,"Energy and water data entered manually from utility provided bills (obtained online CASS). Location is required to submit monthly energy data, by May 15th each year. Size of building provided by FGA; year built, employees, schedule, PCs, occupancy provided by Chris Dalton 8/17/2017.
Electricity - Eversource: account 28679740010
Nat. Gas - National Grid: account 51440-26290
Water - Boston Water: account 3687 24000
",,603422000,"2017, 2018, 2019, ",No,
Boston Flower Exchange,Compliant,Non-Refrigerated Warehouse,540 Albany Street,02118,73000,33.7,,,Non-Refrigerated Warehouse,1981,148.8,2,2460266.7,0.310129035,0.66322078,,2.38,,,,801055000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
Boston location,Compliant,Urgent Care/Clinic/Other Outpatient,1055 Commonwealth Ave,02215,42650,120.1,,,"Parking, Urgent Care/Clinic/Other Outpatient",1920,323.2,7.6,5123813.2,0.420076677,0.543825017,,Not Available,,,,2100473000,"2015, 2017, 2018, 2019, ",Yes,Not Compliant
Boston MA YTL,Compliant,Hotel,65 Seaport Blvd,02210,99000,89.9,69,,Hotel,2017,612.7,6.2,8903998.7,0.662394462,0.280684217,,40.38,,,,602640080,"2019, ",No,
Boston Medical Center,Compliant,Hospital (General Medical & Surgical),One Boston Medical Center Place,02118,2185271,260.6,17,,"Hospital (General Medical & Surgical), Parking",1986,39409.2,17.1,600634989.8,0.327178907,0.287553579,0.35715216,73.37,,Crosstown Center added 801 Massachusetts Avenue,,0801067020 0801243000 0801254000 0801299000 0801301000 0801420000 0801420020,"2014, 2015, 2016, 2017, 2018, 2019, ",No,
BOSTON OPERA HOUSE,Compliant,Performing Arts,539 WASHINGTON STREET,02111,118781,76.7,,,Performing Arts,1928,604.9,5.1,9106118,0.561798503,0.389924653,,16.48,,,,304830000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - 15% Efficiency Improvement
BOSTON PAPER BOARD CORP,Compliant,Manufacturing/Industrial Plant,40 ROLAND STREET,02129,62920,64.8,,,Manufacturing/Industrial Plant,1905,241,3.8,4078358.1,0.076642506,0.719003415,,110.3,,,,0202127000,"2018, 2019, ",Yes,Not Compliant
Boston Park Plaza,Compliant,Hotel,50 Park Plaza,02116,856650,134.2,30,,Hotel,1927,6980.3,8.1,115001146.3,0.319980233,0.652523016,,60.26,,,,0500810004,"2019, ",Yes,Extension
BOSTON SOUTH BAY (1898),Compliant,Retail Store,7 ALLSTATE RD,02125,147225,68.5,75,2012,"Parking, Retail Store",2004,698.3,4.7,10090467.7,0.678779046,0.26289167,,11.38,,,,0703501010,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
"Boston Symphony Orchestra, Cohen Wing",Compliant,Office,255 Huntington Ave,02115,30360,Not Available,,,Office,1950,Not Available,Not Available,Not Available,,,,Not Available,,,,401483000,"2015, 2018, 2019, ",No,
"Boston Symphony Orchestra, HALP",Compliant,Office,265 Huntington Avenue,02115,20000,Not Available,,,Office,1950,Not Available,Not Available,Not Available,,,,Not Available,,,,401483000,"2015, 2018, 2019, ",No,
"Boston Symphony Orchestra, North Building",Compliant,Office,2-6 Westland Avenue,02115,4000,Not Available,,,"Office, Parking",1947,Not Available,Not Available,Not Available,,,,Not Available,,,,401483000,"2015, 2018, 2019, ",No,
"Bostonian Realty, LLC: 1713 Commonwealth Avenue",Voluntary,Multifamily Housing,1713 Commonwealth Avenue,02135,14640,59.6,,,Multifamily Housing,1920,46.9,3.2,873103.2,0.024129003,0.973797485,,37.42,,Basement sqft estimated,,2102629000,"2019, ",No,
"Bostonian Realty, LLC: 1715 Commonwealth Avenue",Voluntary,Multifamily Housing,1715 Commonwealth Avenue,02135,14640,57,,,Multifamily Housing,1920,44.8,3.1,834276.8,0.025851512,0.971927063,,33.41,,,,2102629000,"2019, ",No,
"Bostonian Realty, LLC: 3 Lothian Road",Compliant,Multifamily Housing,3 Lothian Road,02135,15068,87.6,,,Multifamily Housing,1930,70.6,4.7,1319492.9,0.016453501,0.982132681,,37.11,,,,2102524000,"2018, 2019, ",No,
"Bostonian Realty, LLC: 5 Lothian Road",Compliant,Multifamily Housing,5 Lothian Road,02135,15068,87.9,,,Multifamily Housing,1930,70.9,4.7,1324028.1,0.019551416,0.978768577,,37.11,,,,2102524000,"2018, 2019, ",No,
BostonView Apartments,Compliant,Multifamily Housing,130-140 Bowdoin St,02108,209103,6.1,100,,"Multifamily Housing, Parking",1965,96.1,0.5,1282400.3,0.920867455,,,19.76,,,,02811-000,"2015, 2016, 2017, 2018, 2019, ",No,
Bowdoin  Place Condominium,Compliant,Multifamily Housing,10 Bowdoin Street,02114,112888,3.6,100,,Multifamily Housing,2004,30.7,0.3,409583.3,0.920867535,,,18.37,,,,302726010,"2015, 2016, 2017, 2018, 2019, ",No,
Bowdoin School: Bowdoin School,Compliant,Multifamily Housing,45 Myrtle Street,02114,35000,96.9,10,,Multifamily Housing,1977,239,6.8,3393147.5,0.272583366,0.188888429,,44.23,,"Built 1900. Heating is oil/gas. Changed gross sq ft to 35000 because was listed as 34,748 and was not adding up ",,300213000,"2017, 2018, 2019, ",No,
Boylston - 1163 Boylston Street,Compliant,Multifamily Housing,1163 Boylston St,02215,174700,121.3,52,,Multifamily Housing,1920,1188.5,6.8,21198687.5,0.124547239,0.864750089,,70.99,,"Boylston I & II 0504179000; 0504180000; 0504181000; 0504182000; 0504183000; 0504184000; 0504185000

CBL does not accurately reflect the property area and only sites 1163 Boylston as required to report. This represents the full property accurately and includes the property addresses. ",,0504178000,"2015, 2016, 2017, 2018, 2019, ",No,
"Boylston Street, LLC: 1197 Boylston Street",Compliant,Multifamily Housing,1197 Boylston Street,02215,29682,52.1,,,Multifamily Housing,1920,106.1,3.6,1546082.1,0.02396166,0.264355043,,26.67,,"Temp Basement sqft
",,504185000,"2017, 2018, 2019, ",No,
"Boylston Street, LLC: 1203 Boylston Street",Compliant,Multifamily Housing,1203 Boylston Street,02215,30241,62.1,,,Multifamily Housing,1920,130.7,4.3,1877941.7,0.070720618,0.22173846,,75.24,,,,504186000,"2017, 2018, 2019, ",No,
"Boylston Street, LLC: 1209 Boylston Street",Compliant,Multifamily Housing,1203 Boylston Street,02215,33332,48.5,,,Multifamily Housing,1920,110.4,3.3,1617617,0.03501343,0.28373484,,32.34,,,,504187000,"2017, 2018, 2019, ",No,
Boylston West (Van Ness),Compliant,Mixed Use Property,1335 Boylston St,02215,522748,91.1,,,"Multifamily Housing, Office, Other, Parking, Retail Store",2015,3139.7,6,47610503.7,0.541456953,0.412014211,,19.92,,,,0504322010,"2016, 2017, 2018, 2019, ",No,
BPD Backup Tower,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",64 Bellevue Hill Rd,02132,10200,11.5,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1905,8.8,0.9,117271.4,0.920868026,,,Not Available,,,,2000676000,"2016, 2017, 2018, 2019, ",No,
BPHC Southampton Street,Municipal,Office,112 Southampton St,02118,44719,Not Available,,,Office,2000,0,0,Not Available,,,,Not Available,,,,801027012,"2016, 2017, 2018, 2019, ",No,
BRA / EDIC,Municipal,Other,43 HAWKINS ST,02114,23408,206.4,,,Other,2000,286.5,12.2,4832045.3,0.260844743,0.716740176,,Not Available,,,,302644000,"2016, 2017, 2018, 2019, ",No,
BRADLEY,Municipal,K-12 School,110 Beachview Rd.,02128,33128,64.4,69,,K-12 School,1958,122.5,3.7,2134130.4,0.181167044,0.803264833,,Not Available,,,,102342000,"2016, 2017, 2018, 2019, ",No,
Brandywyne Village,Compliant,Multifamily Housing,88 Brandywyne Drive,02128,873348,33.4,,,Multifamily Housing,1900,1571.9,1.8,29192412.3,0.03091353,0.966429992,,20.15,,Gas and Water represents whole building data.  Electric usage is common area space.  ,,0100534000,"2016, 2017, 2018, 2019, ",No,
Brewery Lofts,Compliant,Multifamily Housing,251 Heath St Pub,02130,86900,68.6,56,,Multifamily Housing,2007,367.9,4.2,5961424.2,0.362643536,0.606193567,,25.58,,,,1001480000,"2015, 2016, 2017, 2018, 2019, ",No,
Bright Hockey Center,Compliant,Ice/Curling Rink,67 North Harvard Street,02134,131386,Not Available,,,Ice/Curling Rink,1978,Not Available,Not Available,Not Available,,,,Not Available,,,,2200533000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Extension
Brighton Branch,Municipal,Library,40 Academy Rd,02135,17208,109.8,,,Library,2000,110.8,6.4,1889455.3,0.233822213,0.746084864,,Not Available,,,,2205472000,"2016, 2017, 2018, 2019, ",No,
BRIGHTON HS,Municipal,K-12 School,25 Warren St.,02135,216213,42.3,89,,K-12 School,1930,540.2,2.5,9140543.2,0.252370723,0.725942382,,Not Available,,,,2101837000,"2016, 2017, 2018, 2019, ",No,
Brighton Marine,Compliant,Medical Office,77 Warren Street,02135,204504,92,,,Medical Office,1938,1139.5,5.6,18824303,0.307134486,0.659818704,,14.18,,,,2101829500,"2016, 2017, 2018, 2019, ",Yes,Extension
