Property Name,Reported,Tax Parcel,Property Type,Address, Zip,"Gross Area (sq ft) 
",Site EUI (kBTU/sf),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link
South Cove Plaza East - 285 TREMONT: 26145951005,Reported,500066000,Multifamily Housing, 285 TREMONT,2116,85986,25.5,94,,Multifamily Housing,1975,153.5,1.8,2189139.2,1,,,,,,,70.81,Not Available,,
South Cove Plaza West - 230 STUART ST: 26090791000,Reported,500800000,Multifamily Housing,230 Stuart Street,2116,135160,25.2,94,,Multifamily Housing,1975,239,1.8,3407389.6,1,,,,,,,66.1,Not Available,,
Belgrade Place LLC,Reported,2005737000,Multifamily Housing,446 Belgrade Ave,2132,65574,46.2,71,,"Multifamily Housing, Parking",2012,132.8,3,2021194.3,0.7392,0.268,,,,,,30.94,Not Available,,
Pilot House,Reported,303034000,Office,32 Atlantic Avenue,2110,43518,66.4,66,,Office,1945,178.6,4.1,2890693.5,0.51,0.49,,,,,,6.85,Not Available,"During 2017:  From March 2017 - November 2017, approximately 5,700 gross square feet of office space was renovated to upgrade the HVAC system and interior finishes.

During 2019/2020: Replaced PH roof and cooling tower, built new rooftop mechanical room, relocated boiler to 6th floor.",
2 Atlantic,Reported,303030010,Office,2 Atlantic Avenue,2110,128524,121.9,41,,"Office, Parking",1998,507.6,7.5,8291033,0.4766,0.5234,,,,,,12.52,Not Available,"During 2014:  Construction renovation project on 3rd floor (about 18% of Building rsf) completed around July 2014. Mechanical system upgrade on 3rd floor completed around January 2015. Glycol system flush out occurred during November/December 2014.

During 2015:  Construction renovation project on the 4th floor; constructed intercommunicating stairway between the 3rd & 4th floors; additional rework construction on 3rd floor. These construction projects were completed around March 31, 2016.  Upgraded and replaced the cooling tower and roof, both of which were completed around February 2016.

During 2019:  In February 2020, we discovered that a diverter valve relating to gas usage for heating the boiler was stuck in an open position for most of 2019.  This resulted in excessive gas consumption for all of 2019.

During 2020:  See above ""2019"", excess gas usage thru March 2020 due to diverter valve malfunction.  Provided temporary HVAC for PH during roof replacement and new cooling tower. ",
Pier 4,Reported,602672030,Office,200 Pier 4 Boulevard,2210,394245,41.6,90,2020,"Fitness Center/Health Club/Gym, Office, Restaurant",2017,1073.6,2.7,16393611.5,0.7273,0.2727,,,,,,9.59,Not Available,"Pier 4 is a stunning 13-story, LEED Gold, trophy asset in Boston’s dynamic Seaport District. Developed in 2018, Pier 4 features floor- to- ceiling glass and is surrounded by three sides of waterfront exposure. Expansive floor plates, innovative finishes, a state-of-the-art fitness center, and a rooftop garden terrace, all enhance its remarkable elegance. The building is 394,245 Sq. Ft.",
131 Dartmouth Street,Reported,400572000,Office,131 Dartmouth Street,2116,673249.3,59.9,74,"2018, 2017, 2016","Data Center, Office, Parking",2003,1568.9,4.2,22370402.5,1,,,,,,,11.58,Not Available,"Water meters have abatement meters for irrigation and cooling tower. Square footage for Building and garage are best estimates.

There are two property parcel ID
0400572000
0400574000

We are using the two portal meters (active, and squeezed off)

",
53 State Street,Reported,303870000,Office,53 State Street,2109,1261269,50.1,83,"2020, 2019, 2018, 2017, 2016, 2015, 2014, 2013, 2010, 2009, 2008","Bank Branch, Convenience Store without Gas Station, Fitness Center/Health Club/Gym, Office, Parking, Restaurant",1985,4238.1,3.5,61293702.8,0.7357,,0.2643,,,,,6.22,Not Available,BERDO 2020 Data Verification Completed 04/13/2021,
15 Broad St,Reported,303836000,Office,15 Broad Street,2109,77678,76.5,79,,Office,1908,340.3,4.4,5940828.7,0.2445,,,,,,,11.2,Not Available,,
Newfield Woods Condo ASC,Reported,2007665010,Multifamily Housing,97 Anderer LN,2132,71121,32.1,98,,Multifamily Housing,1990,139.8,2,2283341.4,0.476,0.524,,,,,,54.03,Not Available,,
Reservoir Towers: Reservoir Towers,Reported,2102474000,Multifamily Housing,CHESNUT HILL AVE/ 1925 Commonwealth,2135,225370,61.4,81,,Multifamily Housing,1978,803.4,3.6,13829641.5,0.2925,0.775,,,,,,44.75,Not Available,"Alternative address 1925 Commonwealth - listed as 271 Chestnut Hill on CBL. 

2020 modifications:  2 new chillers and new boiler ",
Grant Manor: Grant Manor,Reported,801675000,Multifamily Housing,1810-1854 Washington Street,2118,209882,87.5,32,,Multifamily Housing,1999,1047.2,5,18369663,0.2287,0.7713,,,,,,68.56,Not Available,"Aggregate of 6 buildings on the parcel - all one property for Grant Manor Apartments. 
5/31/2019: Got confirmation from Eversource that the energy usage provided this year is accurate - previously was not (too high)",
Bay Cove Human Services,Reported,301612000,Office,157-159 Friend Street,2114,54893,54.5,90,,"Office, Urgent Care/Clinic/Other Outpatient",1899,182.3,3.3,2989157.2,0.4626,0.5374,,,,,,639.98,Not Available,"Clinic Square Feet is estimated, thus resulting in estimated use of office space",
BRE-BMR Congress LLC,Reported,602678701,Financial Office,601 Congress Street,2210,617253,24.9,,"2018, 2017, 2016, 2015, 2014, 2013, 2012, 2010, 2009, 2008, 2007, 2006","Data Center, Financial Office, Parking",2004,916.6,1.7,13073930.7,0.9989,0.11,,,,,,3.48,Not Available,"LEED project ID - 1000005675

Electricity Meter data is stored in property code 15001. 
",
BMR-Blackfan Circle LLC,Reported,401853022,Laboratory,3 Blackfan Circle,2115,1072369,414.3,,,"Laboratory, Parking, Restaurant",2008,18790.9,24.7,315439420.2,0.3794,0.626,,,,,,43.23,Not Available,"Number of occupants and number of computers is estimated.
The parking garage under the building is included in the whole building electricity data and uses an estimated 356,000 kWh per year. The parking garage is also a condominium and is lot number 0401853020.",
Nine Zero - SV,Reported,304697000,Hotel,90 Tremont Street,2108,190440,105.3,62,,Hotel,2001,1172.4,6.2,20061799,0.3129,0.6871,,,,,,14.79,Not Available,,
Onyx Hotel,Reported,301646010,Hotel,155 Portland Street,2114,65605,65.1,91,,"Hotel, Parking",2004,240.5,4,3909951.7,0.494,0.56,,,,,,30.83,Not Available,,
Shubert Theatre,Reported,500063000,Performing Arts,263-265 Tremont Steet,2116,24622,103.7,,,Performing Arts,1910,143.3,5.8,2552187,0.1773,0.8227,,,,,,1.37,Not Available,,
Wang Theatre,Reported,305651000,Performing Arts,270 Tremont Street,2116,88434,62,,,Performing Arts,1925,371.9,4.2,5485142.8,0.587,0.374,0.4539,,,,,590.62,Not Available,,
House of Blues Boston,Reported,504193000,Performing Arts,15 Lansdowne Street,2215,35000,116.2,,,Performing Arts,2009,260.6,7.4,4067516.1,0.6442,0.3558,,,,,,19.22,Not Available,Data entered manually from bills,
The Colonnade Residences,Reported,400905010,Multifamily Housing,118 Huntington Avenue,2116,177200,137.8,,,"Multifamily Housing, Parking",2002,1412.8,8.2,23696569.4,0.3824,0.6176,,,,,,22.99,Not Available,"99 unit apartment building.  Apartments only (plus parking garage)
",
Charlestown Battalion Armory,Reported,201186050,Multifamily Housing,374-398 Bunker Hill Street,2129,77807,43.3,90,,"Multifamily Housing, Parking",2016,130.8,2.8,2058598.8,0.6131,0.3869,,,,,,26.09,Not Available,,
On the Fens Condominium,Reported,401719000,Multifamily Housing,70 & 74 Fenway,2115,16459,77.3,,,Multifamily Housing,1981,78.8,4.8,1272316.3,0.5178,0.4822,,,,,,74.61,Not Available,,
Riverway Square Condominium,Reported,402005000,Multifamily Housing,even only 114-122 Riverway,2215,64400,106.8,63,,Multifamily Housing,1920,381.5,5.9,6877584.2,0.1384,0.8616,,,,,,28.97,Not Available,,
Mountfort Place Condo Trust,Reported,2100256000,Multifamily Housing,120 Mountfort Street,2215,35800,63.6,54,,Multifamily Housing,2005,137.9,3.9,2278266,0.4359,0.5641,,,,,,43.81,Not Available,,
Fenway Views Condominium,Reported,2100033010,Multifamily Housing,"104, 106 &108 Peterborough Street, 51-67 Kilmarnock Street",2215,44927,75.6,90,,"Multifamily Housing, Parking",1990,179.3,4.1,3271018.9,0.14,0.8996,,,,,,82.77,Not Available,,
Twenty-One Beacon Condominium,Reported,302807000,Multifamily Housing,21 Beacon Street,2108,94785,133.4,18,,"Convenience Store without Gas Station, Multifamily Housing, Office, Other - Restaurant/Bar",1900,723.7,7.6,12642238.9,0.2425,0.7575,,,,,,52.29,Not Available,,
Somerset Condominium,Reported,503809000,Multifamily Housing,"400, 416, 418 Commonwealth Ave, 429 Newbury Street",2215,155880,59.1,89,,"Multifamily Housing, Office",1897,603.1,3.9,9219451.7,0.723,0.277,,,,,,29.08,Not Available,,
Fenmore Condominium,Reported,504165000,Multifamily Housing,"1109-1111 Boylston Street, 50, 52, 56, 60 and 64 Charlesgate East",2215,107517,97.8,77,,Multifamily Housing,1930,583.6,5.4,10520068,0.1388,0.8612,,,,,,56.34,Not Available,,
Windsor Place Condominium,Reported,503810000,Multifamily Housing,"388, 390 and 396 Commonwealth Avenue",2215,120295,68.3,69,,"Multifamily Housing, Office",1897,489,4.1,8220835,0.3743,0.6257,,,,,,26.17,Not Available,,
Jamaicaway Place Condo,Reported,1001609000,Multifamily Housing,40-50-60 Jamaicaway,2130,25400,102.9,38,,Multifamily Housing,1982,145.4,5.7,2614026.2,0.1465,0.8535,,,,,,46.82,Not Available,,
Arborway Gardens Condominium,Reported,1102640000,Multifamily Housing,"461, 463, 467, 469, 493, 495 Arborway, ",2130,150172,105.9,19,,Multifamily Housing,1950,868.3,5.8,15907354.5,0.864,0.9136,,,,,,26.78,Not Available,,
Fenway By The Park Condominium,Reported,504275000,Multifamily Housing,125-131 Park Drive,2215,49150,89.3,73,,Multifamily Housing,1950,244.7,5,4387659.9,0.1565,0.8435,,,,,,41.76,Not Available,,
Lincoln Halls at Park Drive Condominium,Reported,504213000,Multifamily Housing,11-15 Park Drive,2215,52865,73.1,87,,Multifamily Housing,1920,215.8,4.1,3863519.9,0.1617,0.8383,,,,,,32.52,Not Available,,
The Schoolhouse on Monument Square Condominium,Reported,203150000,Multifamily Housing,30 Monument Square,2129,82263,44.6,59,,"Multifamily Housing, Parking",1986,214.1,3.2,2981016.9,0.5826,,,0.4174,,,,14.65,Not Available,,
Peterborough Gardens Condo,Reported,504236000,Multifamily Housing,24 and 30 Peterborough Street,2215,24432,104.9,39,,Multifamily Housing,1987,144.1,5.9,2563742.6,0.1816,0.8184,,,,,,36.44,Not Available,,
The 51 Park drive,Reported,504250000,Multifamily Housing,51 park drive,2215,18322,56.9,93,,Multifamily Housing,1920,62.9,3.4,1043093.5,0.427,0.5793,,,,,,60.23,Not Available,,
56 & 60 Commonwealth Condominium,Voluntary,501274000,Multifamily Housing,56 and 60 Commonwealth,2116,17839,90.5,71,,"Multifamily Housing, Parking",1929,90.6,5.1,1613572.8,0.1785,0.8215,,,,,,38.55,Not Available,,
Peterborough Condo,Reported,504224000,Multifamily Housing,82 & 86 Jersey Street,2115,23803,105.1,43,,Multifamily Housing,1920,140.3,5.9,2502839.2,0.1737,0.8263,,,,,,56.45,Not Available,,
Bowdoin  Place Condominium,Reported,302726010,Multifamily Housing,10 Bowdoin Street,2114,112888,2.1,100,,Multifamily Housing,2004,16.9,0.1,240607.4,1,,,,,,,67.42,Not Available,,
East Coast Condominium,Voluntary,303471000,Multifamily Housing,"122, 130 Fulton Street",2109,24455,55,58,,Multifamily Housing,1900,81,3.3,1344911.3,0.4162,0.5838,,,,,,26.72,Not Available,,
1091 Boylston Street Condominium,Reported,504162000,Multifamily Housing,1091 Boylston,2215,19161,132.7,43,,Multifamily Housing,1920,139.9,7.3,2543073.3,0.1119,0.8881,,,,,,52.38,Not Available,,
Shipways Condominium,Reported,203515600,Multifamily Housing,1-48 Shipway Place,2129,106393,5.8,100,,"Multifamily Housing, Office, Parking",1984,37.4,0.4,533872.2,1,,,,,,,36.06,Not Available,,
The Atlantic Building,Reported,302960000,Office,400 Atlantic Avenue,2210,104690,54.7,89,,Office,1984,364.2,3.5,5726392.8,0.6166,0.3834,,,,,,7.06,Not Available,,
99 Bedford Street,Reported,304245000,Office,99 Bedford Street,2111,93779,60.7,80,"2020, 2019, 2018, 2017, 2016, 2015, 2012",Office,1874,356,3.8,5694538.4,0.5526,0.4474,,,,,,5.96,Not Available,,
Independence Wharf,Reported,302956000,Office,470 Atlantic Avenue,2210,364347,40.3,92,"2019, 2018","Financial Office, Office, Parking",2001,934.6,2.8,13548795.9,0.6913,,0.387,,,,,29.09,Not Available,Revised Occupancy; Financial Office Use - dropped # persons/computers 7/1/18 for Numeric move out,
Constellation Wharf Condominium,Reported,203516001,Multifamily Housing,Pier 7 Ninth Street,2129,177451,3,100,,"Multifamily Housing, Parking",1986,34.7,0.2,494903.8,1,,,,,,,16.44,Not Available,,
Peterborough Housing:  35-45 Peterborough St,Reported,504221000; 0504222000; 0504223000; 0504220000,Multifamily Housing,35-45 Peterborough St,2215,47185,88,40,,Multifamily Housing,1978,305,6.5,4151076.4,0.189,,,0.8191,,,,65.17,Not Available,"Boston Energy Reporting ID: 504221000; 0504222000; 0504223000; 0504220000
",
Peterborough Housing: 36-46 Peterborough,Reported,504232000; 504233000; 504234000; 504235000,Multifamily Housing,36-46 Peterborough Street,2215,49945,105.7,89,,Multifamily Housing,1978,387.9,7.8,5278044.2,0.174,,,0.826,,,,87.13,Not Available,"Building split up over four parcel ID #'s 504232000; 504233000; 504234000; 504235000
 ",
Peterborough Housing: 72-82 Peterborough St,Reported,0504308000;0504307000;0504306000;0504305000;0504304000,Multifamily Housing,72-82 Peterborough Street,2215,113192,63.8,57,,Multifamily Housing,1978,493.9,4.4,7223484.6,0.1789,0.2422,,0.5788,,,,34.51,Not Available,4 Oil accounts listed in Utility tab ,
Peterborough Housing (Parent Account),Reported,"504232000; 504233000; 504234000; 504235000; 504221000; 0504222000; 0504223000; 0504220000; 0504308000,0504307000,0504306000,0504305000,0504304000",Multifamily Housing,"36-46, 35-45, 72-82 Peterborough St",2215,210322,79.2,35,,Multifamily Housing,1978,1186.8,5.6,16652605.2,0.1778,0.151,,0.7171,,,,53.88,Not Available,,
1444,Reported,2101819000,Multifamily Housing,1442 1444 Commonwealth Ave,2135,25913,68,87,,Multifamily Housing,1920,129,5,1761826.4,0.1349,0.215,,0.8437,,,,24.54,Not Available,not all units rented due to remodeling,
Adams House Condominiums,Reported,1602997000,Multifamily Housing,59 Msgr Lydon Way,2124,55060,35.8,73,,"Multifamily Housing, Parking",1987,100.7,2.5,1436120.4,1,,,,,,,36.87,Not Available,"This is an all-electric building - no natural gas lines into it.  No oil tanks.
Using LED bulbs in all hallways.

Tax Parcel:  1602997000

Jan 2021 is estimate for electricity.",
Trinity Place Condominium,Reported,401053010,Multifamily Housing,1 Huntington Ave.,2116,205800,108,1,,"Multifamily Housing, Other - Restaurant/Bar, Other - Services, Parking",2001,1281.7,7.2,19188017.7,0.443,0.937,0.466,,,,0.3596,19.75,Not Available,"""Other - Services Use"" is the currently vacant health club. The previous Vacant Health club has been converted to a Dental practice office; called Trinity Dental and is open for bussiness 6 days a week. Report was completed by Facilities Manager who oversees the whole Building.",
Boston MA KO,Reported,301646010,Hotel,155 Portland St,2114,60106,64.9,85,,Hotel,2004,240,4,3900358.9,0.4952,0.548,,,,,,30.83,Not Available,,
Sparrow Enterprises Ltd,Reported,103704100,Manufacturing/Industrial Plant,98r Condor Street,2128,46000,29.7,,,Manufacturing/Industrial Plant,1986,77.7,1.7,1367605.6,0.216,0.784,,,,,,1.08,Not Available,,
One Canal (nc87),Reported,301560010,Multifamily Housing,1 Canal Street,2114,273110,59.1,22,,Multifamily Housing,2016,1036,3.8,16142316.6,0.651,0.3499,,,,,,32.4,Not Available,,
Wise Realty,Submitted with possible data errors,201806000,Other,511 Medford Street,2129,37636,6346.6,,,Other,1925,Not Available,Not Available,238860608.6,0.6,0.18,,,,,0.9886,6.62,Not Available,,
"755 Boylston, LLC",Reported,503207200,Multifamily Housing,755 Boylston Street,2116,54384,38.3,,,"Multifamily Housing, Restaurant",1860,130.9,2.4,2083825.9,0.5691,0.439,,,,,,16.86,Not Available,,
121 Seaport,Reported,0602643-042,Office,121 Seaport Boulevard,2210,616838,46.9,,,"Office, Parking, Retail Store",2018,1487.3,3.1,22810205.5,0.713,0.2897,,,,,,8.76,Not Available,"A 17-story Class A office building in the Seaport District of Boston, MA",
Thomson Portfolio - 26 Thomson Place,Reported,602654010,Office,26 Thomson Place,2210,33942,56.2,83,"2020, 2019, 2018, 2017",Office,1900,137.5,4.1,1908098,0.5311,,,0.4689,,,,4.75,Not Available,"***Waste for the whole portfolio is tracked in this property, 26 Thomson.",
Thomson Portfolio - 35 Thomson Place,Reported,602652010,Office,35-37 Thomson Place,2210,53100,70.7,69,"2018, 2017, 2016",Office,1900,228.7,4.3,3752986.2,0.462,0.5398,,,,,,2.03,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,
Thomson Portfolio - 44 Thomson Place,Reported,602654010,Supermarket/Grocery Store,42-56 Thomson Place,2210,32384,128.6,,2020,"Office, Supermarket/Grocery Store",1900,257.4,7.9,4164426.9,0.513,0.4897,,,,,,5.89,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,
Thomson Portfolio - 25 Thomson Place - Parcel 0602652010,Reported,602652010,Office,25-35 Thomson Place,2210,117469,63.9,73,,"Office, Restaurant, Retail Store",1900,482,4.1,7509789.4,0.651,0.3499,,,,,,11.53,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,
Thomson Portfolio - 12-22 Thomson Place - Parcel 0602654010,Reported,602654010,Office,12-22 Thomson Place,2210,49500,73.8,72,2018,Office,1900,221,4.5,3654071.5,0.4333,0.5667,,,,,,0.81,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,
Thomson Portfolio - 11 Farnsworth St - Parcel 06-02658-001,Reported,602658001,Financial Office,11 Farnsworth Street,2210,45280,56.5,94,"2020, 2019, 2018, 2017, 2015",Financial Office,1900,183.6,4.1,2556083,0.5816,,,0.4184,,,,3.28,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,
Thomson Portfolio 30-36 Thomson Place,Reported,602654010,Office,30/36 Thomson Place,2210,73363,51.3,94,"2020, 2018, 2017",Office,1900,226,3.1,3764814.9,0.469,0.5931,,,,,,1.78,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,
22 Boston Wharf Road,Reported,602648010,Parking,22 Boston Wharf Road,2210,296212,68.4,,,"Office, Parking",2001,527.5,4.3,8474873.9,0.5363,0.4637,,,,,,0.77,Not Available,Received aggregate data from Eversource 01/27/2020,
