Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water ,% District Chilled Water,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported,Covered by 5 Year Energy Action and Assessment Required in 2020,5 Year Energy Action and Assessment Compliance Status
Boylston - 1163 Boylston Street,Compliant,Multifamily Housing,1163 Boylston St,2215,174700,120.9,57,,Multifamily Housing,1920,1167.7,6.7,21126526.8,0.098869138,0.901130857,,,,,63.56,,"Boylston I & II 0504179000; 0504180000; 0504181000; 0504182000; 0504183000; 0504184000; 0504185000

CBL does not accurately reflect the property area and only sites 1163 Boylston as required to report. This represents the full property accurately and includes the property addresses.",,504178000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Boylston West (Van Ness),Compliant,Mixed Use Property,1335 Boylston St,2215,522748,92.1,,,"Multifamily Housing, Office, Other, Parking, Retail Store",2015,3219.3,6.2,48157702.3,0.629367191,0.370632807,,,,,Not Available,,,,504322010,"2016, 2017, 2018, 2019, 2020,",No,
BPD Backup Tower,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",64 Bellevue Hill Rd,2132,10200,18.8,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1905,14.4,1.4,191855.6,1,,,,,,Not Available,,,,2000676000,"2016, 2017, 2018, 2019, 2020,",No,
BPHC Southampton Street,Municipal,Office,112 Southampton St,2118,44719,53.9,56,,Office,2000,180.7,4,2411738.1,1,,,,,,82.04,,,,801027012,"2016, 2017, 2018, 2019, 2020,",No,
BRA / EDIC,Municipal,Other,43 HAWKINS ST,2114,23408,193.1,,,Other,2000,269.7,11.5,4519944.2,0.29986587,0.700134152,,,,,Not Available,,,,302644000,"2016, 2017, 2018, 2019, 2020,",No,
BRADLEY,Municipal,K-12 School,110 Beachview Rd.,2128,33128,62.7,65,,K-12 School,1958,120.8,3.6,2077660.8,0.229278427,0.770721573,,,,,Not Available,,,,102342000,"2016, 2017, 2018, 2019, 2020,",No,
Brandywyne Village,Compliant,Multifamily Housing,88 Brandywyne Drive,2128,385580,68.3,82,,Multifamily Housing,1967,1481.3,3.8,26330296.6,0.184685762,0.815314238,,,,,Not Available,,,,100534000,"2016, 2017, 2018, 2019, 2020,",Yes,Extension
Brewery Lofts,Compliant,Multifamily Housing,251 Heath St Pub,2130,86900,76.8,21,,Multifamily Housing,2007,427.3,4.9,6677138.9,0.498446183,0.501553832,,,,,Not Available,,,,1001480000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Bricklayers Bulding 104 LLC,Compliant,Other - Lodging/Residential,104 First Avenue,2129,80038,14.6,,,"Other - Lodging/Residential, Parking",1996,87.5,1.1,1168193.8,1,,,,,,Not Available,,,,203515760,"2017, 2018, 2019, 2020,",Yes,Not Compliant
Bright Hockey Center,Compliant,Ice/Curling Rink,67 North Harvard Street,2134,131386,122.5,,,Ice/Curling Rink,1978,1072.1,8.2,16097832,0.359435115,0.216112667,0.424452218,,,,Not Available,,,,2200533000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Brighton Branch,Municipal,Library,40 Academy Rd,2135,17208,99.2,,,Library,2000,100.7,5.9,1706329.8,0.270067838,0.729932162,,,,,Not Available,,,,2205472000,"2016, 2017, 2018, 2019, 2020,",No,
BRIGHTON HS,Municipal,K-12 School,25 Warren St.,2135,216213,35.6,93,,K-12 School,1930,449.2,2.1,7702990.2,0.305842425,0.694157575,,,,,Not Available,,,,2101837000,"2016, 2017, 2018, 2019, 2020,",No,
Brighton Marine,Compliant,Medical Office,77 Warren Street,2135,204504,90.8,,,Medical Office,1938,1109.4,5.4,18571405.6,0.303447705,0.696552295,,,,,Not Available,,,,2101838000,"2016, 2017, 2018, 2019, 2020,",No,
Brighton-Allston Apartments,Compliant,Multifamily Housing,493 501 WASHINGTON ST,2135,39006,80,64,,Multifamily Housing,1920,175,4.5,3119932.6,0.136233616,0.863766384,,,,,Not Available,,"Multiple addresses contribute to this property, which is why it was not originally flagged for reporting. 
Addresses:
493 Washington St.
495 Washington St.
497 Washington St.
499 Washington St
501 Washington St",,2204054000,"2017, 2018, 2019, 2020,",No,
Broadlawn Commons Condominium Trust,Compliant,Multifamily Housing,50 Broadlawn Park,2467,108260,74,46,,Multifamily Housing,1976,476.6,4.4,8015550,0.290711554,0.709288458,,,,,Not Available,,Split water usage 43%/57% between Broadlawn Commons Condo Trust and Broadlawn Park. Broadlawn Commons is sub-metered (invoiced by the property located directly in front of them).,,2007013060,"2017, 2018, 2019, 2020,",Yes,Extension
Broadluxe Condo Trust,Compliant,Multifamily Housing,99 105 Broad St,2110,45111,89.5,4,,Multifamily Housing,2005,258,5.7,4035593.2,0.495705514,0.504294486,,,,,Not Available,,,,304033010,"2017, 2018, 2019, 2020,",No,
Brooke Charter School - East Boston,Compliant,K-12 School,94 Horace St,2128,28637,104.6,2,,K-12 School,1958,190.9,6.7,2994779.5,0.625010957,0.374989043,,,,,11.88,,,,100899000,"2017, 2018, 2019, 2020,",No,
Brooke Charter School - Mattapan,Compliant,K-12 School,150 American Legion Highway,2124,43560,97.9,6,,K-12 School,1950,260,6,4266074.1,0.460879243,0.539120757,,,,,Not Available,,,,1404300020,"2017, 2018, 2019, 2020,",No,
Brooke Charter School - Roslindale,Compliant,K-12 School,190 Cummins Highway,2131,63221,65.4,62,,K-12 School,1916,233.2,3.7,4136147.4,0.192101519,0.807898481,,,,,12.28,,,,"1903799000, 1903800000, 1903801000, 1903811000","2015, 2016, 2018, 2019, 2020,",No,
Brooke High School,Compliant,K-12 School,200 American Legion Highway,2124,90000,60.4,43,,K-12 School,2018,333.1,3.7,5439531.3,0.477668765,0.522331235,,,,,6.43,,,,1405196910,"2019, 2020,",No,
Brown Kaplan,Compliant,Multifamily Housing,27-33 Wilbert Rd,2121,4814,76,,,"Multifamily Housing, Parking",1990,20.6,4.3,365791,0.143499977,0.856500023,,,,,Not Available,,2017 gas data missing 3 tenants.,,"1404266030, 1404266020, 1404266040, 1404266050, 1404266060, 1404266070, 1404266080, 1404266090, 1404266100, 1404266110, 1404272010, 1404272020, 1404277010, 1404277020, 1404277030, 1404277040, 1404277050, 1404287010, 1404290010, 1404290020","2015, 2016, 2017, 2018, 2019, 2020,",Yes,Compliant - ASHRAE II Energy Audit
BRT-883 Boylston,Voluntary,Office,883 Boylston Street,2116,14000,152.6,,,"Office, Retail Store",1900,130.7,9.3,2136190.4,0.369063731,0.630936269,,,,,Not Available,,,,503139000,"2020,",No,
Bruce C. Bolling Municipal Building,Municipal,Office,2300 Washington St,2119,184032,74,67,,Office,2015,860.4,4.7,13622204,0.590329942,0.409670058,,,,,Not Available,,,,903139000,"2018, 2019, 2020,",No,
Bryant Back Bay,Submitted With Possible Data Errors,Other - Lodging/Residential,303 columbus ave,2116,168920,Not Available,,,Other - Lodging/Residential,2009,Not Available,Not Available,Not Available,,,,,,,Not Available,,,,400554010,"2015, 2017, 2020,",Yes,Extension
Building 103 Associates,Submitted With Possible Data Errors,Multifamily Housing,103 Ninth Street,2129,450,Not Available,,,Multifamily Housing,1903,Not Available,Not Available,Not Available,,,,,,,Not Available,,,,,"2020,",No,
"Buildings 1, 2, 3 & 4 (Rollup)",Compliant,College/University,650-665-677 Huntington Ave,2115,534676,265.2,,,College/University,1960,10085.7,18.9,141814720.9,0.280902584,0.00442973,0.396877034,,,0.317790653,Not Available,,"This property is being submitted as a roll-up of 4 different buildings within this Parcel. Profile includes the following buildings with combined total energy and water consumption:

665 Huntington Ave - Building #1
665 Huntington Ave - Building #2
650 Huntington Ave - Building #3
677 Huntington Ave - Building #4",,401880000,"2016, 2017, 2018, 2019, 2020,",No,
Bunker Hill Business Center,Compliant,Non-Refrigerated Warehouse,440 Rutherford,2129,52944,52,39,,"Non-Refrigerated Warehouse, Parking",1954,181.4,3.4,2752529.5,0.58561752,0.41438248,,,,,3.14,,,,"202162085, 202162075","2015, 2016, 2017, 2018, 2019, 2020,",No,
Bunker Hill Mall - Reporting,Compliant,Strip Mall,5-31 Austin Street,2129,46457,142.6,,,"Parking, Strip Mall",1985,421.4,9.1,6622736.4,0.48157387,0.51842613,,,,,Not Available,,Boston Tax Parcel 0202210000,,202210000,"2016, 2017, 2018, 2019, 2020,",No,
BURKE HS (NEW),Municipal,K-12 School,60 Washington St.,2121,202304,112.7,,,"K-12 School, Library, Social/Meeting Hall",1934,1421.3,7,22803955.7,0.422099956,0.577900044,,,,,Not Available,,"As of January 1, 2016, the Grove Hall Branch of BPL (ESPM ID 4019934), the Grove Hall Community Center of BCYF (no unique ESPM ID), and Burke HS (formerly ESPM ID 4028165) became ""co-located"". This ESPM project now accounts for the entire complex.",,1400737000,"2016, 2017, 2018, 2020,",No,
Burnham Building,Compliant,Retail Store,10 Summer Street,2110,274037,124.6,23,,"Office, Restaurant, Retail Store",2016,2382.3,8.7,34153988,0.762373284,0.237626716,,,,,21.71,,,,304585010,"2017, 2018, 2019, 2020,",No,
Burroughs Wharf Condominium,Compliant,Multifamily Housing,40 & 50 Battery Street,2109,106921,81.3,1,,Multifamily Housing,1993,603.9,5.6,8692943.8,0.749506249,0.25049374,,,,,Not Available,,,,303040000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Butler Street,Compliant,Multifamily Housing,68 Butler Street,2124,24000,4.1,100,,Multifamily Housing,1968,7.3,0.3,97830.8,1,,,,,,56.14,,,,1703703000,"2017, 2018, 2019, 2020,",No,
C Building,Compliant,College/University,240 Longwood,2115,136368,188.6,,,College/University,1905,1706,12.5,25720673.5,0.455876375,0.000419896,0.254690065,,,0.289013664,Not Available,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered.",,401882000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
C-11 Station,Municipal,Police Station,40 Gibson St,2122,15339,152.2,,,Police Station,2000,143.1,9.3,2335354.8,0.478924573,0.521075427,,,,,Not Available,,,,1600673000,"2016, 2017, 2018, 2019, 2020,",No,
C-6 Station,Municipal,Police Station,99 WEST BROADWAY,2120,15000,183.5,,,Police Station,2000,170.2,11.3,2752299.8,0.399735087,0.600264913,,,,,Not Available,,,,"600117000, 600118000, 600119000, 600120000, 600125000","2016, 2017, 2018, 2019, 2020,",No,
Cadigan Alumni Center,Compliant,Office,2121 Commonwealth Avenue,2135,68729,56.7,82,"2020, 2019, 2018, 2017, 2013",Office,2007,247.3,3.6,3896950.8,0.47425559,0.525744385,,,,,0,,Water usage for this property is filed under Boston College Parcel ID 2102473001.,,2205268030,"2015, 2016, 2017, 2018, 2019, 2020,",No,
"Cahners,Cushing,kerr,Melvin Campus",Voluntary,College/University,90 The Fenway,2115,99293,97.6,,,College/University,1923,551.1,5.6,9687855.6,0.172912941,0.82708707,,,,,Not Available,,,,,"2014, 2015, 2016, 2018, 2019, 2020,",No,
CAMBRIA-SCOTIA COMPANY,Submitted With Possible Data Errors,Parking,50 Dalton Street,2115,175270,Not Available,,,Parking,1965,0,0,Not Available,,,,,,,Not Available,,,,401336000,"2014, 2020,",No,
Camelot Court,Compliant,Multifamily Housing,10 & 11 Camelot Court,2135,137291,93.4,68,,Multifamily Housing,1900,718,5.2,12822050,0.131952504,0.868047496,,,,,Not Available,,Two Parcels:  2101288000 & 2101267000,,2101267000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Not Compliant
Camfield Estates,Compliant,Multifamily Housing,112 Camden Street,2118,113315,124.6,11,,Multifamily Housing,1998,804.8,7.1,14113587.6,0.178970838,0.821029162,,,,,Not Available,,,,901220000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Campbell Resource Center,Municipal,K-12 School,1216 Dorchester Ave.,2125,97349,75.8,25,,K-12 School,2000,464.5,4.8,7380980.3,0.450101838,0.549898175,,,,,Not Available,,,,1503107000,"2016, 2017, 2018, 2019, 2020,",No,
Campus Center and Student Residence (150 Riverway),Compliant,Residence Hall/Dormitory,150 Riverway,2215,58000,157.2,8,,Residence Hall/Dormitory,2008,569.9,9.8,9115674.2,0.431142482,0.568857518,,,,,Not Available,,,,402007000,"2015, 2016, 2017, 2018, 2020,",No,
Cardinal Cushing Library,Compliant,Library,398 The Fenway,2115,51782,98.1,,,Library,1964,306,5.9,5078687,0.327253698,0.672746302,,,,,Not Available,,"Main reading room, computer lab, classrooms, faculty and staff office spaces.

2019 new efficient heating system",,401847000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Cardinal Medeiros Manor: 11 Woodcliff Street,Compliant,Multifamily Housing,11 Woodcliff St,2125,26070,114.3,45,,Multifamily Housing,1987,175.3,6.7,2978929.5,0.263077256,0.736922744,,,,,Not Available,,"Bedroom count is accurate as reported: Cardinal Medeiros Manor in Dorchester, Massachusetts is a community of fifty-five studio and one-bedroom apartment homes.",,1300691000,"2017, 2018, 2019, 2020,",Yes,Extension
Carillon Condo Trust,Compliant,Multifamily Housing,183 Massachusetts Avenue,2115,50000,65.5,39,,Multifamily Housing,2002,201.4,4,3275929,0.383692717,0.616307252,,,,,Not Available,,"Retail space is only 2,500 SQ Ft. so it was not included in property use details.  Per notes here only retail spaces over 5,000 Sq. Ft. need to be reported.",,401420010,"2018, 2019, 2020,",No,
Carleton House: 2055 Columbus Ave,Compliant,Multifamily Housing,2055 Columbus Ave,2119,32569,76.9,73,,Multifamily Housing,2005,139.5,4.3,2505207.5,0.118569779,0.881430221,,,,,Not Available,,historic building,,1101588100,"2017, 2018, 2019, 2020,",No,
Carney Hospital,Compliant,Hospital (General Medical & Surgical),2100 Dorchester Avenue,2124,540000,187.4,89,,Hospital (General Medical & Surgical),1953,6149.9,11.4,101216403.1,0.350330736,0.649669264,,,,,Not Available,,,,"1605017010, 1605018010","2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Carson Tower,Compliant,Multifamily Housing,423 E EIGHTH ST,2127,147560,72.4,89,,Multifamily Housing,1973,588.9,4,10690057.9,0.090608106,0.909391894,,,,,23.78,,,,701483000,"2015, 2016, 2018, 2019, 2020,",Yes,Not Compliant
CARTER,Municipal,K-12 School,396 Northampton St.,2118,14435,67.1,6,,K-12 School,1900,72.6,5,969016.5,1,,,,,,Not Available,,,,901030020,"2016, 2017, 2018, 2019, 2020,",No,
Casa Maria Apartments,Compliant,Multifamily Housing,130 Endicott Street,2113,79136,85.4,46,,Multifamily Housing,1979,392.3,5,6758198,0.225841001,0.774158999,,,,,Not Available,,,,301498000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Castle Cove Co-op: 225 West 2nd Street,Compliant,Multifamily Housing,225 West 2nd Street,2127,95760,42.5,95,,Multifamily Housing,1997,240,2.5,4065410.8,0.271020754,0.728979246,,,,,Not Available,,,,601507001,"2015, 2017, 2018, 2019, 2020,",Yes,Compliant - ASHRAE II Energy Audit
Castle Square-0500478002,Compliant,Multifamily Housing,484 Tremont St,2116,358603,72.5,82,2014,Multifamily Housing,1965,1490,4.2,26002833.7,0.191900147,0.808099853,,,,,Not Available,,,,"500478002, 500550001, 500590000","2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Cathedral of the Holy Cross,Compliant,Worship Facility,1400 Washington Street,2118,80974,113.7,5,,Worship Facility,1875,530.7,6.6,9204405.2,0.207984564,0.792015447,,,,,0.76,,"The 2 yr restoration project of the Cathedral was completed in April 2019. It included major upgrades to electrical, fire safety, and HVAC systems.",,801111000,"2015, 2016, 2017, 2018, 2019, 2020,",No,
Catherine Clark: Catherine Clark,Compliant,Multifamily Housing,915 Dorchester Avenue,2125,74185,104,19,,Multifamily Housing,1977,460.1,6.2,7716640.6,0.2983236,0.701676413,,,,,Not Available,,Basement square footage estimated ,,1301910000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
CCC,Compliant,Other,50 Terminal St,2129,403000,30.8,,,Other,1920,793.2,2,12400260.2,0.497099262,0.502900738,,,,,Not Available,,,,202751000,"2014, 2016, 2017, 2018, 2020,",No,
Cedar Grove Condominium Association,Compliant,Other - Lodging/Residential,135 Granite Avenue,2124,36000,42.3,,,"Other - Lodging/Residential, Parking",1967,82.5,2.3,1523231.2,0.049389219,0.950610781,,,,,1875.53,,,,1605381000,"2017, 2018, 2019, 2020,",No,
Center Plaza,Compliant,Office,1 Center Plaza,2108,741231,68.8,82,"2019, 2018, 2017, 2016, 2015","Bank Branch, Fast Food Restaurant, Office, Parking, Restaurant, Retail Store",1963,3291.9,4.4,51000526.9,0.523804979,0.476195023,,,,,8.64,,"This property is identified as 3 buildings for tax purposes.  However, it is actually one physical building and is benchmarked as such.  The other two tax parcel numbers are:

Center Plaza 1 - 0302713000
Center Plaza 2 - 0302715000
Center Plaza 3 - 0302717000
(JL April 2014)

The building has one 600 Sq Ft ""IT room"" but is not currently configured to benchmark this as data center space per ENERGY STAR requirements. (JL - 6/3/2014)

10/14/2014 - Retail space benchmarked (JL)

4/20/2016 - Profile updated based on new building measurements from file ""Center Plaza ENERGY STAR Sq Footage UPDATE 4.15.16"".  Back-up of old profile saved as ""Center Plaza ENERGY STAR Profile Back-Up - 2016-04-20.xls"".  (JL)

6/1/2016 - Parking sq ft updated. (JL)

This building, Center Plaza is a multi story high rise building in Boston, MA. It is an office building with tenants, including Salsify and Kinsale.",,"302713000, 302715000, 302717000","2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Central Boston Elder: 2311 Washington st,Compliant,Multifamily Housing,2311 Washington st,2119,49588,73.1,37,,Multifamily Housing,2012,227.2,4.6,3624309.6,0.438380126,0.561619901,,,,,Not Available,,,,903130010,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Central Kitchen ELC,Municipal,K-12 School,370 Columbia Road,2125,53270,390.5,1,,K-12 School,1970,422.5,24.5,6736747.9,0.440205711,0.559794289,,,,,Not Available,,,,1502003000,"2016, 2017, 2018, 2019, 2020,",No,
Central Maintenance Facility,Municipal,Other,400 Frontage Rd,2118,422000,52.9,,,Other,2000,1350.6,3.2,22327664.5,0.433511252,0.566488748,,,,,Not Available,,,,801024040,"2016, 2017, 2018, 2019, 2020,",No,
Central Supply,Municipal,Police Station,1555 Hyde Park Ave,2136,31000,598.9,,,Police Station,2000,1008.7,32.5,18566306.8,0.055557576,0.944442424,,,,,Not Available,,,,1809445000,"2016, 2017, 2018, 2019, 2020,",No,
Channel Trust,Compliant,Office,369 Congress St,2210,57800,73.3,81,,"Office, Other",1918,243.6,4.2,4238103.7,0.199736406,0.800263594,,,,,7.48,,"NStar Electric consumption is compiled meter usage by NStar. 23 meters total.
Gross Floor Area Usage footage is estimated
2014 Was First Full Year Heating System was on Gas
Major Exterior Renovation 2014-2015, Concrete and Masonry, A lot of water was used",,602686000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
CHANNING,Municipal,K-12 School,35 Sunnyside St.,2136,32582,53.9,80,,K-12 School,1926,101.1,3.1,1756885.3,0.202483509,0.797516491,,,,,Not Available,,,,1811999000,"2016, 2017, 2018, 2019, 2020,",No,
Chao Center,Compliant,College/University,49 Harvard Way,2163,87000,123.9,,,"College/University, Office, Restaurant",2016,728.2,8.4,10783363.7,0.419609894,0.20081438,0.354701836,,,,19.69,78612,"Steam usage is allocated based on GSF, shared meter with Esteves Hall and McCollum Center.",,2200500000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
